ID,Points:0,Points:1
11.8533,0.414565,0.0856894
11.8552,0.414601,0.0863723
11.8571,0.414642,0.0870533
11.8592,0.414687,0.0877312
11.8613,0.414737,0.0884024
11.8635,0.414792,0.0890616
11.8658,0.414853,0.0897018
11.8681,0.414921,0.090316
11.8706,0.414997,0.0908976
11.8732,0.415081,0.0914414
11.8758,0.415174,0.0919415
11.8785,0.415276,0.0923954
11.8812,0.415386,0.0928041
11.8841,0.415505,0.093169
11.887,0.415631,0.093492
11.8899,0.415766,0.0937748
11.8929,0.415907,0.0940197
11.896,0.416054,0.0942293
11.8991,0.416208,0.0944054
11.9023,0.416368,0.0945505
11.9055,0.416533,0.0946672
11.9087,0.416704,0.0947579
11.912,0.416878,0.0948249
11.9153,0.417057,0.0948709
11.9187,0.41724,0.0948982
11.9221,0.417426,0.0949095
11.9255,0.417616,0.0949072
11.9289,0.417808,0.0948941
11.9324,0.418003,0.0948729
11.936,0.418199,0.0948464
11.9396,0.418397,0.0948176
11.9432,0.418597,0.0947894
11.9468,0.418797,0.0947648
11.9505,0.418999,0.0947448
11.9543,0.419201,0.0947295
11.958,0.419404,0.0947185
11.9619,0.419608,0.094712
11.9657,0.419813,0.0947099
11.9696,0.420019,0.0947119
11.9736,0.420226,0.0947178
11.9776,0.420434,0.0947276
11.9817,0.420643,0.0947411
11.9858,0.420853,0.094758
11.99,0.421065,0.0947781
11.9942,0.421277,0.094801
11.9984,0.421491,0.0948266
12.0028,0.421706,0.0948543
12.0071,0.421922,0.0948838
12.0116,0.422139,0.0949146
12.0161,0.422357,0.0949463
12.0206,0.422577,0.0949782
12.0253,0.422798,0.0950097
12.0299,0.423021,0.0950402
12.0347,0.423245,0.0950689
12.0395,0.423471,0.095095
12.0444,0.423698,0.0951176
12.0493,0.423927,0.0951359
12.0543,0.424157,0.0951488
12.0594,0.42439,0.0951552
12.0645,0.424624,0.0951545
12.0697,0.424859,0.0951465
12.075,0.425097,0.0951313
12.0803,0.425335,0.0951089
12.0857,0.425576,0.0950793
12.0912,0.425817,0.0950423
12.0968,0.42606,0.0949982
12.1024,0.426303,0.094947
12.1081,0.426548,0.0948886
12.1139,0.426793,0.0948232
12.1197,0.427039,0.0947508
12.1257,0.427286,0.0946717
12.1317,0.427532,0.0945859
12.1378,0.427779,0.0944937
12.144,0.428026,0.0943951
12.1502,0.428272,0.0942905
12.1566,0.428518,0.0941802
12.163,0.428763,0.0940643
12.1695,0.429007,0.0939433
12.1761,0.42925,0.0938176
12.1828,0.429491,0.0936876
12.1896,0.429731,0.0935539
12.1965,0.429968,0.093417
12.2035,0.430202,0.0932776
12.2106,0.430434,0.0931363
12.2177,0.430662,0.0929933
12.225,0.430887,0.0928484
12.2324,0.431108,0.0927017
12.2399,0.431325,0.0925531
12.2475,0.431538,0.0924022
12.2552,0.431747,0.092249
12.2631,0.431951,0.0920934
12.271,0.432151,0.0919351
12.2791,0.432346,0.0917739
12.2873,0.432535,0.0916097
12.2956,0.43272,0.0914422
12.3041,0.432898,0.0912712
12.3127,0.433071,0.0910963
12.3214,0.433239,0.0909173
12.3302,0.4334,0.0907339
12.3392,0.433554,0.0905457
12.3484,0.433702,0.0903524
12.3576,0.433843,0.0901534
12.3671,0.433977,0.0899484
12.3767,0.434103,0.0897368
12.3864,0.434222,0.0895184
12.3963,0.434332,0.0892929
12.4064,0.434434,0.0890601
12.4166,0.434527,0.0888199
12.427,0.434612,0.0885719
12.4376,0.434686,0.0883161
12.4484,0.434751,0.0880523
12.4594,0.434806,0.0877804
12.4705,0.43485,0.0875002
12.4818,0.434882,0.0872115
12.4934,0.434904,0.0869142
12.5051,0.434913,0.0866082
12.517,0.434909,0.0862933
12.5292,0.434893,0.0859695
12.5416,0.434864,0.0856367
12.5542,0.43482,0.0852949
12.567,0.434762,0.0849441
12.58,0.434689,0.0845839
12.5933,0.4346,0.0842141
12.6069,0.434495,0.083834
12.6207,0.434374,0.0834432
12.6347,0.434236,0.0830415
12.649,0.434081,0.0826281
12.6636,0.433907,0.0822026
12.6785,0.433715,0.0817646
12.6937,0.433503,0.0813133
12.7091,0.433272,0.0808483
12.7249,0.433021,0.0803689
12.7409,0.432749,0.0798745
12.7573,0.432456,0.0793644
12.774,0.432141,0.0788379
12.791,0.431805,0.0782943
12.8084,0.431445,0.0777328
12.8261,0.431062,0.0771527
12.8442,0.430656,0.0765532
12.8626,0.430226,0.0759333
12.8814,0.429772,0.0752923
12.9006,0.429293,0.0746294
12.9202,0.428789,0.0739434
12.9402,0.42826,0.0732337
12.9606,0.427706,0.0724991
12.9815,0.427127,0.0717386
13.0027,0.426522,0.0709512
13.0245,0.425893,0.0701357
13.0466,0.42524,0.0692938
13.069,0.42457,0.0684294
13.0916,0.423882,0.0675418
13.1145,0.423177,0.0666302
13.1377,0.422458,0.0656943
13.1612,0.421724,0.0647332
13.185,0.420978,0.0637464
13.209,0.42022,0.0627336
13.2333,0.419453,0.0616939
13.258,0.418677,0.060627
13.2829,0.417896,0.0595321
13.3082,0.41711,0.0584089
13.3337,0.416322,0.0572572
13.3596,0.415534,0.0560763
13.3857,0.414749,0.0548661
13.4122,0.413969,0.0536263
13.439,0.413198,0.0523567
13.4661,0.412437,0.0510574
13.4936,0.41169,0.0497283
13.5214,0.410961,0.0483694
13.5495,0.410253,0.0469812
13.5779,0.40957,0.0455638
13.6067,0.408916,0.0441177
13.6357,0.408295,0.0426437
13.6652,0.407712,0.0411423
13.6949,0.407172,0.0396143
13.725,0.406679,0.0380611
13.7554,0.406239,0.0364834
13.7861,0.405854,0.0348827
13.8171,0.405527,0.0332598
13.8485,0.405256,0.0316157
13.8801,0.405043,0.0299513
13.9121,0.404888,0.0282675
13.9444,0.404792,0.0265653
13.977,0.404754,0.0248456
14.0099,0.404774,0.0231093
14.0431,0.404854,0.0213573
14.0766,0.404992,0.0195906
14.1104,0.405188,0.0178102
14.1445,0.405443,0.0160168
14.1789,0.405756,0.0142113
14.2136,0.406127,0.0123947
14.2485,0.406555,0.0105676
14.2838,0.40704,0.00873081
14.3193,0.407581,0.00688518
14.3551,0.408177,0.00503138
14.3911,0.408828,0.00316997
14.4275,0.409533,0.0013017
14.4641,0.41029,-0.000572584
14.5009,0.411098,-0.0024526
14.5381,0.411957,-0.00433784
14.5755,0.412865,-0.00622792
14.6131,0.41382,-0.00812254
14.651,0.414822,-0.0100212
14.6892,0.415868,-0.0119237
14.7276,0.416958,-0.0138299
14.7663,0.418088,-0.0157393
14.8052,0.419258,-0.0176519
14.8443,0.420466,-0.019568
14.8837,0.421709,-0.0214876
14.9234,0.422986,-0.0234107
14.9633,0.424294,-0.0253372
15.0034,0.425631,-0.0272679
15.0438,0.426995,-0.0292028
15.0845,0.428383,-0.0311426
15.1253,0.429793,-0.0330874
15.1665,0.431222,-0.0350382
15.2078,0.432667,-0.0369955
15.2495,0.434125,-0.0389599
15.2913,0.435595,-0.0409326
15.3334,0.437074,-0.0429136
15.3758,0.438563,-0.044903
15.4184,0.440064,-0.0469009
15.4613,0.441576,-0.048907
15.5044,0.443099,-0.0509214
15.5478,0.444636,-0.0529441
15.5915,0.446185,-0.0549748
15.6354,0.447747,-0.0570137
15.6795,0.449323,-0.0590603
15.724,0.450914,-0.0611147
15.7687,0.452521,-0.0631772
15.8136,0.454143,-0.0652472
15.8588,0.455781,-0.0673246
15.9043,0.457437,-0.0694094
15.9501,0.45911,-0.0715017
15.9961,0.460802,-0.0736011
16,0.460945,-0.073777
16.0039,0.460802,-0.0736011
16.0499,0.45911,-0.0715017
16.0957,0.457437,-0.0694094
16.1412,0.455781,-0.0673246
16.1864,0.454143,-0.0652472
16.2313,0.452521,-0.0631772
16.276,0.450914,-0.0611147
16.3205,0.449323,-0.0590603
16.3646,0.447747,-0.0570137
16.4085,0.446185,-0.0549748
16.4522,0.444636,-0.0529441
16.4956,0.443099,-0.0509214
16.5387,0.441576,-0.048907
16.5816,0.440064,-0.0469009
16.6242,0.438563,-0.044903
16.6666,0.437074,-0.0429136
16.7087,0.435595,-0.0409326
16.7505,0.434125,-0.0389599
16.7922,0.432667,-0.0369955
16.8335,0.431222,-0.0350382
16.8747,0.429793,-0.0330874
16.9155,0.428383,-0.0311426
16.9562,0.426995,-0.0292028
16.9966,0.425631,-0.0272679
17.0367,0.424294,-0.0253372
17.0766,0.422986,-0.0234107
17.1163,0.421709,-0.0214876
17.1557,0.420466,-0.019568
17.1948,0.419258,-0.0176519
17.2337,0.418088,-0.0157393
17.2724,0.416958,-0.0138299
17.3108,0.415868,-0.0119237
17.349,0.414822,-0.0100212
17.3869,0.41382,-0.00812254
17.4245,0.412865,-0.00622792
17.4619,0.411957,-0.00433784
17.4991,0.411098,-0.0024526
17.5359,0.41029,-0.000572584
17.5725,0.409533,0.0013017
17.6089,0.408828,0.00316997
17.6449,0.408177,0.00503138
17.6807,0.407581,0.00688518
17.7162,0.40704,0.00873081
17.7515,0.406555,0.0105676
17.7864,0.406127,0.0123947
17.8211,0.405756,0.0142113
17.8555,0.405443,0.0160168
17.8896,0.405188,0.0178102
17.9234,0.404992,0.0195906
17.9569,0.404854,0.0213573
17.9901,0.404774,0.0231093
18.023,0.404754,0.0248456
18.0556,0.404792,0.0265653
18.0879,0.404888,0.0282675
18.1199,0.405043,0.0299513
18.1515,0.405256,0.0316157
18.1829,0.405527,0.0332598
18.2139,0.405854,0.0348827
18.2446,0.406239,0.0364834
18.275,0.406679,0.0380611
18.3051,0.407172,0.0396143
18.3348,0.407712,0.0411423
18.3643,0.408295,0.0426437
18.3933,0.408916,0.0441177
18.4221,0.40957,0.0455638
18.4505,0.410253,0.0469812
18.4786,0.410961,0.0483694
18.5064,0.41169,0.0497283
18.5339,0.412437,0.0510574
18.561,0.413198,0.0523567
18.5878,0.413969,0.0536263
18.6143,0.414749,0.0548661
18.6404,0.415534,0.0560763
18.6663,0.416322,0.0572572
18.6918,0.41711,0.0584089
18.7171,0.417896,0.0595321
18.742,0.418677,0.060627
18.7667,0.419453,0.0616939
18.791,0.42022,0.0627336
18.815,0.420978,0.0637464
18.8388,0.421724,0.0647332
18.8623,0.422458,0.0656943
18.8855,0.423177,0.0666302
18.9084,0.423882,0.0675418
18.931,0.42457,0.0684294
18.9534,0.42524,0.0692938
18.9755,0.425893,0.0701357
18.9973,0.426522,0.0709512
19.0185,0.427127,0.0717386
19.0394,0.427706,0.0724991
19.0598,0.42826,0.0732337
19.0798,0.428789,0.0739434
19.0994,0.429293,0.0746294
19.1186,0.429772,0.0752923
19.1374,0.430226,0.0759333
19.1558,0.430656,0.0765532
19.1739,0.431062,0.0771527
19.1916,0.431445,0.0777328
19.209,0.431805,0.0782943
19.226,0.432141,0.0788379
19.2427,0.432456,0.0793644
19.2591,0.432749,0.0798745
19.2751,0.433021,0.0803689
19.2909,0.433272,0.0808483
19.3063,0.433503,0.0813133
19.3215,0.433715,0.0817646
19.3364,0.433907,0.0822026
19.351,0.434081,0.0826281
19.3653,0.434236,0.0830415
19.3793,0.434374,0.0834432
19.3931,0.434495,0.083834
19.4067,0.4346,0.0842141
19.42,0.434689,0.0845839
19.433,0.434762,0.0849441
19.4458,0.43482,0.0852949
19.4584,0.434864,0.0856367
19.4708,0.434893,0.0859695
19.483,0.434909,0.0862933
19.4949,0.434913,0.0866082
19.5066,0.434904,0.0869142
19.5182,0.434882,0.0872115
19.5295,0.43485,0.0875002
19.5406,0.434806,0.0877804
19.5516,0.434751,0.0880523
19.5624,0.434686,0.0883161
19.573,0.434612,0.0885719
19.5834,0.434527,0.0888199
19.5936,0.434434,0.0890601
19.6037,0.434332,0.0892929
19.6136,0.434222,0.0895184
19.6233,0.434103,0.0897368
19.6329,0.433977,0.0899484
19.6424,0.433843,0.0901534
19.6516,0.433702,0.0903524
19.6608,0.433554,0.0905457
19.6698,0.4334,0.0907339
19.6786,0.433239,0.0909173
19.6873,0.433071,0.0910963
19.6959,0.432898,0.0912712
19.7044,0.43272,0.0914422
19.7127,0.432535,0.0916097
19.7209,0.432346,0.0917739
19.729,0.432151,0.0919351
19.7369,0.431951,0.0920934
19.7448,0.431747,0.092249
19.7525,0.431538,0.0924022
19.7601,0.431325,0.0925531
19.7676,0.431108,0.0927017
19.775,0.430887,0.0928484
19.7823,0.430662,0.0929933
19.7894,0.430434,0.0931363
19.7965,0.430202,0.0932776
19.8035,0.429968,0.093417
19.8104,0.429731,0.0935539
19.8172,0.429491,0.0936876
19.8239,0.42925,0.0938176
19.8305,0.429007,0.0939433
19.837,0.428763,0.0940643
19.8434,0.428518,0.0941802
19.8498,0.428272,0.0942905
19.856,0.428026,0.0943951
19.8622,0.427779,0.0944937
19.8683,0.427532,0.0945859
19.8743,0.427286,0.0946717
19.8803,0.427039,0.0947508
19.8861,0.426793,0.0948232
19.8919,0.426548,0.0948886
19.8976,0.426303,0.094947
19.9032,0.42606,0.0949982
19.9088,0.425817,0.0950423
19.9143,0.425576,0.0950793
19.9197,0.425335,0.0951089
19.925,0.425097,0.0951313
19.9303,0.424859,0.0951465
19.9355,0.424624,0.0951545
19.9406,0.42439,0.0951552
19.9457,0.424157,0.0951488
19.9507,0.423927,0.0951359
19.9556,0.423698,0.0951176
19.9605,0.423471,0.095095
19.9653,0.423245,0.0950689
19.9701,0.423021,0.0950402
19.9747,0.422798,0.0950097
19.9794,0.422577,0.0949782
19.9839,0.422357,0.0949463
19.9884,0.422139,0.0949146
19.9929,0.421922,0.0948838
19.9972,0.421706,0.0948543
20.0016,0.421491,0.0948266
20.0058,0.421277,0.094801
20.01,0.421065,0.0947781
20.0142,0.420853,0.094758
20.0183,0.420643,0.0947411
20.0224,0.420434,0.0947276
20.0264,0.420226,0.0947178
20.0304,0.420019,0.0947119
20.0343,0.419813,0.0947099
20.0381,0.419608,0.094712
20.042,0.419404,0.0947185
20.0457,0.419201,0.0947295
20.0495,0.418999,0.0947448
20.0532,0.418797,0.0947648
20.0568,0.418597,0.0947894
20.0604,0.418397,0.0948176
20.064,0.418199,0.0948464
20.0676,0.418003,0.0948729
20.0711,0.417808,0.0948941
20.0745,0.417616,0.0949072
20.0779,0.417426,0.0949095
20.0813,0.41724,0.0948982
20.0847,0.417057,0.0948709
20.088,0.416878,0.0948249
20.0913,0.416704,0.0947579
20.0945,0.416533,0.0946672
20.0977,0.416368,0.0945505
20.1009,0.416208,0.0944054
20.104,0.416054,0.0942293
20.1071,0.415907,0.0940197
20.1101,0.415766,0.0937748
20.113,0.415631,0.093492
20.1159,0.415505,0.093169
20.1188,0.415386,0.0928041
20.1215,0.415276,0.0923954
20.1242,0.415174,0.0919415
20.1268,0.415081,0.0914414
20.1294,0.414997,0.0908976
20.1319,0.414921,0.090316
20.1342,0.414853,0.0897018
20.1365,0.414792,0.0890616
20.1387,0.414737,0.0884024
20.1408,0.414687,0.0877312
20.1429,0.414642,0.0870533
20.1448,0.414601,0.0863723
20.1467,0.414565,0.0856894
