Point ID,Points:0,Points:1,Points:2
5914,11.8533,-0.414565,0.0856894
540,11.8659,-0.415989,0.0788921
5767,11.869,-0.41746,0.0848787
541,11.8737,-0.41746,0.0787818
2995,11.8757,-0.417012,0.0739803
2994,11.8763,-0.41746,0.0758109
2996,11.8776,-0.41721,0.0730335
2992,11.879,-0.41746,0.0729788
2993,11.8802,-0.417463,0.0718248
2989,11.8836,-0.417798,0.0702411
2987,11.8895,-0.418359,0.067627
2985,11.8919,-0.418577,0.0666317
2983,11.8955,-0.4189,0.0651706
5774,11.8964,-0.422497,0.0834682
2981,11.8993,-0.419234,0.0636865
2979,11.9015,-0.419421,0.0628755
5773,11.9029,-0.42369,0.0831344
2977,11.9045,-0.419674,0.0617886
2975,11.9078,-0.419941,0.0606673
2973,11.9106,-0.42017,0.0597213
2971,11.9136,-0.420413,0.0587394
2969,11.9159,-0.420589,0.0580376
2967,11.9198,-0.420888,0.0568736
2965,11.9228,-0.421121,0.0559831
2963,11.9259,-0.421351,0.0551232
2961,11.929,-0.421579,0.0542846
2959,11.9321,-0.421804,0.0534735
5771,11.9325,-0.429138,0.0816087
2857,11.9352,-0.422028,0.0526813
542,11.9366,-0.429138,0.0765435
2860,11.9383,-0.42225,0.0519068
2997,11.9392,-0.429138,0.0736532
2862,11.9403,-0.422387,0.0514318
2991,11.9419,-0.429138,0.0709006
2864,11.9445,-0.422683,0.0504265
2988,11.9448,-0.429138,0.0682968
2866,11.9476,-0.422897,0.0497113
2986,11.9477,-0.429138,0.065845
2984,11.9493,-0.429138,0.0646759
2868,11.9507,-0.423109,0.0490076
2982,11.9508,-0.429138,0.0635444
2980,11.9524,-0.429138,0.0624504
2978,11.954,-0.429138,0.0613936
5770,11.9546,-0.433205,0.0804701
2976,11.9557,-0.429138,0.0603729
2870,11.9569,-0.42353,0.047629
2974,11.9574,-0.429138,0.0593868
2972,11.9591,-0.429138,0.0584336
2970,11.9608,-0.429138,0.0575117
2968,11.9626,-0.429138,0.0566196
2966,11.9644,-0.429138,0.0557558
2964,11.9662,-0.429138,0.0549185
2962,11.968,-0.429138,0.0541062
2960,11.9699,-0.429138,0.0533174
5769,11.9704,-0.436103,0.0796585
2859,11.9718,-0.429138,0.0525505
2858,11.9737,-0.429138,0.0518038
2861,11.9756,-0.429138,0.0510758
2863,11.9775,-0.429138,0.0503649
2865,11.9794,-0.429138,0.0496696
2867,11.9814,-0.429138,0.0489881
2869,11.9833,-0.429138,0.0483191
2871,11.9873,-0.429138,0.0470118
2873,11.9913,-0.429138,0.0457381
5768,11.9932,-0.440309,0.078481
5709,11.996,-0.440817,0.0783387
2877,11.9981,-0.426173,0.0390471
2875,11.9993,-0.429138,0.043266
543,11.9994,-0.440817,0.0743051
2381,12.0021,-0.440817,0.0714956
2382,12.0049,-0.440817,0.0688225
2384,12.0093,-0.440817,0.0650912
2387,12.0123,-0.440817,0.0627915
5708,12.0131,-0.443955,0.07746
2880,12.0152,-0.429138,0.038469
2326,12.0155,-0.440817,0.06064
2372,12.0188,-0.440817,0.0586337
2359,12.0222,-0.440817,0.0567623
2362,12.0257,-0.440817,0.0550134
2366,12.0294,-0.440817,0.0533741
2350,12.0312,-0.440817,0.0525916
2345,12.0331,-0.440817,0.0518319
2332,12.0368,-0.440817,0.050374
2958,12.0377,-0.428506,0.0309565
5919,12.0389,-0.448689,0.0761345
2998,12.0407,-0.440817,0.0489879
2336,12.0426,-0.440817,0.0483178
2878,12.0442,-0.428869,0.0296421
2999,12.0445,-0.440817,0.0476608
2879,12.0469,-0.429138,0.0292742
2320,12.0504,-0.440817,0.0457534
2881,12.053,-0.429351,0.027882
2317,12.0544,-0.440817,0.0445222
5918,12.0566,-0.451943,0.0752233
5711,12.0596,-0.452496,0.0750687
2957,12.0611,-0.42979,0.0262529
2318,12.0624,-0.440817,0.0421281
568,12.0623,-0.452496,0.0720668
2328,12.0628,-0.446656,0.0518343
2344,12.0646,-0.446656,0.0510891
2380,12.065,-0.452496,0.0693379
2882,12.0671,-0.430106,0.0250692
2347,12.0665,-0.446656,0.0503645
2395,12.0679,-0.452496,0.0667444
2337,12.0703,-0.446656,0.0489713
2398,12.0708,-0.452496,0.0642977
5710,12.0719,-0.454752,0.0744369
2383,12.0723,-0.452496,0.0631305
2393,12.0738,-0.452496,0.0620005
2312,12.0742,-0.446656,0.0476419
2386,12.0754,-0.452496,0.0609072
2390,12.077,-0.452496,0.0598503
2291,12.0783,-0.440817,0.0374712
2311,12.0781,-0.446656,0.0463637
2378,12.0802,-0.452496,0.0578448
2375,12.0836,-0.452496,0.055977
2956,12.0872,-0.431128,0.0211792
2369,12.0871,-0.452496,0.054235
2361,12.0889,-0.452496,0.0534071
2883,12.0898,-0.431259,0.0206742
2365,12.0907,-0.452496,0.0526058
2330,12.0925,-0.452496,0.0518297
2329,12.0944,-0.452496,0.051077
2349,12.0962,-0.452496,0.0503463
2343,12.1,-0.452496,0.0489443
2338,12.1019,-0.452496,0.0482698
2335,12.1058,-0.452496,0.046966
5921,12.1086,-0.461466,0.0725571
2292,12.1099,-0.440817,0.0285168
2324,12.1097,-0.452496,0.045712
2884,12.1109,-0.432265,0.0167255
2316,12.1176,-0.452496,0.0433062
5920,12.1207,-0.46369,0.0719343
2302,12.1256,-0.440817,0.0242705
2314,12.1255,-0.452496,0.0409903
569,12.1252,-0.464174,0.0698285
2356,12.1259,-0.458335,0.0503197
2351,12.1278,-0.458335,0.0496035
2401,12.1279,-0.464174,0.0671802
2885,12.1321,-0.433211,0.0128882
2400,12.1308,-0.464174,0.0646663
5712,12.1311,-0.4656,0.0713995
2342,12.1316,-0.458335,0.0482294
2339,12.1335,-0.458335,0.0475683
2399,12.1338,-0.464174,0.0622981
2397,12.1353,-0.464174,0.0611698
2334,12.1373,-0.458335,0.0462901
2954,12.1386,-0.433489,0.0117321
2392,12.1384,-0.464174,0.0590228
2303,12.1413,-0.440817,0.0202098
2290,12.1414,-0.452496,0.0364734
2323,12.1412,-0.458335,0.0450602
2389,12.1417,-0.464174,0.0570193
2377,12.145,-0.464174,0.0551551
2376,12.1468,-0.464174,0.0542722
2374,12.1485,-0.464174,0.0534198
2370,12.1503,-0.464174,0.0525966
2886,12.152,-0.434042,0.00938032
2368,12.152,-0.464174,0.0518008
2364,12.1557,-0.464174,0.0502853
2294,12.1572,-0.440817,0.0163319
2357,12.1575,-0.464174,0.0495624
2355,12.1594,-0.464174,0.0488608
2354,12.1613,-0.464174,0.0481786
2352,12.1632,-0.464174,0.0475145
2341,12.1651,-0.464174,0.0468668
2340,12.1689,-0.464174,0.0456143
2887,12.1714,-0.434795,0.00604255
2295,12.1731,-0.440817,0.0126202
2307,12.1728,-0.452496,0.0277595
2432,12.1728,-0.464174,0.0444084
2322,12.1767,-0.464174,0.0432367
5923,12.1795,-0.474455,0.0689202
2321,12.1807,-0.464174,0.0420903
2460,12.1836,-0.470013,0.0509976
2462,12.1854,-0.470013,0.0502434
5922,12.1855,-0.47556,0.0686107
2301,12.1885,-0.452496,0.0236185
2297,12.1891,-0.440817,0.00905486
517,12.188,-0.475853,0.0675902
2313,12.1886,-0.464174,0.0398524
2455,12.1891,-0.470013,0.0488051
2450,12.191,-0.470013,0.048118
518,12.1909,-0.475853,0.0650225
2452,12.1929,-0.470013,0.04745
2447,12.1948,-0.470013,0.0467996
5925,12.1951,-0.47732,0.0681179
2448,12.1967,-0.470013,0.0461653
2473,12.1968,-0.475853,0.0602986
2431,12.2005,-0.470013,0.0449384
2469,12.2015,-0.475853,0.0571384
2304,12.2042,-0.452496,0.0196563
5924,12.2035,-0.478866,0.0676851
2282,12.2052,-0.440817,0.00561567
2315,12.2044,-0.464174,0.0354757
2436,12.2044,-0.470013,0.0437566
2445,12.2048,-0.475853,0.055209
2467,12.2065,-0.475853,0.0542959
2888,12.2102,-0.436132,-0.000501169
2466,12.2099,-0.475853,0.0525673
2459,12.2116,-0.475853,0.0517486
2435,12.2123,-0.470013,0.0414823
2458,12.2134,-0.475853,0.0509582
2464,12.2152,-0.475853,0.0501945
2461,12.2188,-0.475853,0.0487409
2293,12.22,-0.452496,0.0158707
2454,12.2226,-0.475853,0.0473752
2453,12.2244,-0.475853,0.0467214
2953,12.2271,-0.436638,-0.00331358
2501,12.2253,-0.481692,0.0615491
2451,12.2263,-0.475853,0.0460847
2504,12.2283,-0.481692,0.0592988
2503,12.2314,-0.481692,0.0571947
2444,12.2321,-0.475853,0.0442625
2299,12.2359,-0.452496,0.0122451
2309,12.2358,-0.464174,0.0270022
2283,12.2374,-0.440817,-0.000964624
2496,12.2414,-0.481692,0.0517149
2487,12.2432,-0.481692,0.050913
2492,12.245,-0.481692,0.050139
5717,12.2452,-0.486477,0.0655539
2488,12.2468,-0.481692,0.0493913
2889,12.249,-0.437228,-0.00698376
2475,12.2504,-0.481692,0.0479687
2296,12.2518,-0.452496,0.00876003
2308,12.2514,-0.464174,0.0229665
5719,12.251,-0.487531,0.0652587
570,12.2538,-0.487531,0.0628649
2480,12.2541,-0.481692,0.0466324
2482,12.256,-0.481692,0.0459927
2502,12.2567,-0.487531,0.06051
2476,12.2579,-0.481692,0.0453699
2477,12.2598,-0.481692,0.0447623
2507,12.2598,-0.487531,0.058299
2589,12.2614,-0.487531,0.0572484
2443,12.2637,-0.481692,0.0435866
2505,12.2646,-0.487531,0.0552541
2306,12.2671,-0.464174,0.0191028
2506,12.2662,-0.487531,0.0543093
2281,12.2678,-0.452496,0.0053956
2416,12.2675,-0.475853,0.0344779
2441,12.2676,-0.481692,0.0424531
2474,12.2679,-0.487531,0.0533986
2890,12.2698,-0.440817,-0.00727357
2500,12.2696,-0.487531,0.0525215
2499,12.2713,-0.487531,0.0516766
2498,12.273,-0.487531,0.0508625
2497,12.2748,-0.487531,0.0500774
2439,12.2754,-0.481692,0.0402663
2493,12.2783,-0.487531,0.0485882
2952,12.2829,-0.437987,-0.0126654
2305,12.2828,-0.464174,0.0154094
2489,12.282,-0.487531,0.0471965
2891,12.2872,-0.438069,-0.0133761
2484,12.2857,-0.487531,0.0458896
2586,12.2882,-0.493371,0.0594709
2481,12.2895,-0.487531,0.044655
2599,12.2913,-0.493371,0.0572993
2596,12.2945,-0.493371,0.0552724
5718,12.2946,-0.495477,0.063034
2478,12.2953,-0.487531,0.0429107
2300,12.2987,-0.464174,0.01187
2593,12.2977,-0.493371,0.0533858
2428,12.2988,-0.475853,0.0262448
2288,12.3,-0.452496,-0.00105037
2442,12.2991,-0.487531,0.0418013
2285,12.3021,-0.440817,-0.013398
2583,12.3011,-0.493371,0.0516343
2579,12.3028,-0.493371,0.050807
2950,12.3063,-0.438405,-0.0165916
2580,12.3046,-0.493371,0.05001
2571,12.3063,-0.493371,0.0492418
2551,12.307,-0.487531,0.0396584
2576,12.3081,-0.493371,0.0485006
2572,12.3099,-0.493371,0.0477851
2573,12.3117,-0.493371,0.0470935
2419,12.3146,-0.464174,0.00846519
2560,12.3136,-0.493371,0.0464243
2424,12.3144,-0.475853,0.0223146
2951,12.316,-0.438556,-0.0182386
2438,12.3148,-0.487531,0.0375767
5926,12.3151,-0.49921,0.0619887
2569,12.3154,-0.493371,0.045776
572,12.3167,-0.49921,0.0607072
2564,12.3173,-0.493371,0.0451469
2566,12.3192,-0.493371,0.0445354
2587,12.3197,-0.49921,0.0584319
2562,12.323,-0.493371,0.0433593
2600,12.3228,-0.49921,0.0562995
2598,12.3244,-0.49921,0.0552877
2595,12.3276,-0.49921,0.0533697
2425,12.33,-0.475853,0.0185493
2298,12.3305,-0.464174,0.00517554
2592,12.3293,-0.49921,0.0524622
2433,12.3306,-0.487531,0.0334801
2552,12.3307,-0.493371,0.0411495
2594,12.331,-0.49921,0.0515883
2585,12.3327,-0.49921,0.0507471
2584,12.3344,-0.49921,0.0499374
5927,12.3347,-0.50276,0.0609947
2582,12.3361,-0.49921,0.0491576
2581,12.3379,-0.49921,0.0484061
2550,12.3385,-0.493371,0.0390504
2417,12.3457,-0.475853,0.0149482
2574,12.3452,-0.49921,0.0456521
2548,12.3464,-0.493371,0.0370078
519,12.3481,-0.505049,0.0596283
2568,12.3489,-0.49921,0.0444041
2640,12.3512,-0.505049,0.0573928
2892,12.3542,-0.43901,-0.0246756
2642,12.3543,-0.505049,0.0552997
5721,12.3553,-0.506519,0.0599422
2632,12.3559,-0.505049,0.0543073
2605,12.3565,-0.49921,0.0421029
2638,12.3575,-0.505049,0.0533502
2633,12.3592,-0.505049,0.0524275
2422,12.3614,-0.475853,0.0114949
2289,12.3625,-0.464174,-0.00113612
2634,12.3608,-0.505049,0.0515387
2430,12.3617,-0.487531,0.0254875
2531,12.3621,-0.493371,0.0329812
2554,12.3623,-0.49921,0.0404978
2284,12.3644,-0.452496,-0.0132637
2601,12.3625,-0.505049,0.0506831
2629,12.3642,-0.505049,0.0498599
2286,12.3668,-0.440817,-0.0251487
2625,12.3659,-0.505049,0.0490677
2626,12.3677,-0.505049,0.0483052
2617,12.3695,-0.505049,0.0475705
2553,12.3701,-0.49921,0.0384424
2622,12.3713,-0.505049,0.0468622
2619,12.3749,-0.505049,0.0455185
2418,12.3773,-0.475853,0.00817036
2429,12.3773,-0.487531,0.0216626
2549,12.378,-0.49921,0.0364388
2615,12.3786,-0.505049,0.0442614
5720,12.3794,-0.510889,0.0587187
520,12.3796,-0.510889,0.0585495
2610,12.3805,-0.505049,0.0436613
2612,12.3824,-0.505049,0.0430782
2603,12.3843,-0.505049,0.0425103
2712,12.3842,-0.510889,0.0553087
2608,12.3862,-0.505049,0.0419563
2641,12.3874,-0.510889,0.053327
5723,12.3892,-0.512665,0.0582214
2557,12.39,-0.505049,0.0408831
2637,12.3907,-0.510889,0.0514853
2411,12.3932,-0.475853,0.00495548
2427,12.3929,-0.487531,0.0179959
2547,12.3936,-0.49921,0.0324824
2555,12.3939,-0.505049,0.039846
2635,12.394,-0.510889,0.0497779
2630,12.3975,-0.510889,0.0481981
2627,12.401,-0.510889,0.0467349
2893,12.406,-0.439299,-0.0333916
2623,12.4046,-0.510889,0.0453756
2426,12.4085,-0.487531,0.014487
2620,12.4083,-0.510889,0.0441077
5725,12.4116,-0.516728,0.0570837
2614,12.4121,-0.510889,0.0429185
574,12.4141,-0.516728,0.0553147
2611,12.4158,-0.510889,0.0417955
2711,12.4157,-0.516728,0.0542893
2894,12.4213,-0.439315,-0.0359598
2704,12.4189,-0.516728,0.0523466
2607,12.4197,-0.510889,0.0407259
2606,12.4216,-0.510889,0.0402072
2423,12.4242,-0.487531,0.0111198
2415,12.425,-0.475853,-0.00122187
2706,12.4239,-0.516728,0.0496917
2542,12.4247,-0.49921,0.0247302
2413,12.4266,-0.464174,-0.0131294
2546,12.4252,-0.505049,0.0319835
2556,12.4255,-0.510889,0.0391942
2675,12.4256,-0.516728,0.0488727
2701,12.4273,-0.516728,0.0480855
2274,12.4316,-0.440817,-0.0362886
2697,12.4291,-0.516728,0.0473285
2698,12.4308,-0.516728,0.0466003
2689,12.4326,-0.516728,0.0458993
5724,12.4326,-0.520537,0.0560172
2694,12.4344,-0.516728,0.0452239
2691,12.4381,-0.516728,0.0439436
2421,12.44,-0.487531,0.00787552
2538,12.4402,-0.49921,0.0210106
2687,12.4418,-0.516728,0.0427468
5727,12.4439,-0.522567,0.0554487
2684,12.4455,-0.516728,0.0416209
575,12.4456,-0.522567,0.0542756
2677,12.4474,-0.516728,0.0410806
2716,12.4472,-0.522567,0.0532699
2715,12.4488,-0.522567,0.0523004
2949,12.4527,-0.439253,-0.0412253
2713,12.4504,-0.522567,0.0513663
2678,12.4513,-0.516728,0.0400374
2710,12.4537,-0.522567,0.049601
2420,12.4558,-0.487531,0.00473542
2539,12.4557,-0.49921,0.0174424
2655,12.4567,-0.510889,0.0314846
2672,12.457,-0.516728,0.0385424
2707,12.4571,-0.522567,0.0479676
5726,12.4581,-0.52513,0.054731
2703,12.4589,-0.522567,0.0471982
2702,12.4606,-0.522567,0.0464589
2699,12.4642,-0.522567,0.0450637
2895,12.4692,-0.439171,-0.0439845
2695,12.4678,-0.522567,0.0437693
2532,12.4713,-0.49921,0.0140258
2692,12.4715,-0.522567,0.0425633
2686,12.4752,-0.522567,0.041433
5731,12.4762,-0.528407,0.0538137
522,12.4771,-0.528407,0.0532366
2757,12.4803,-0.528407,0.0513006
2896,12.4863,-0.43905,-0.0468499
2753,12.4836,-0.528407,0.0495056
2536,12.487,-0.49921,0.0107447
2525,12.4876,-0.487531,-0.00130762
2544,12.4877,-0.510889,0.0239728
2750,12.487,-0.528407,0.0478447
2287,12.4908,-0.464174,-0.0245315
2671,12.4886,-0.522567,0.0378906
2717,12.4887,-0.528407,0.0470624
2744,12.4904,-0.528407,0.046311
2740,12.4922,-0.528407,0.0455892
2275,12.4965,-0.440817,-0.0469104
2741,12.494,-0.528407,0.0448954
2732,12.4957,-0.528407,0.044228
2733,12.4994,-0.528407,0.0429662
2734,12.5012,-0.528407,0.0423686
2533,12.5027,-0.49921,0.00758069
2543,12.5031,-0.510889,0.0203587
2730,12.5049,-0.528407,0.0412322
5729,12.5076,-0.534061,0.0522304
2727,12.5087,-0.528407,0.0401636
571,12.5102,-0.534246,0.0512312
2719,12.5106,-0.528407,0.0396508
2758,12.5118,-0.534246,0.0503009
2723,12.5125,-0.528407,0.0391503
2756,12.5135,-0.534246,0.0494056
2673,12.5163,-0.528407,0.0381796
2754,12.5168,-0.534246,0.0477166
2524,12.5185,-0.49921,0.00451536
2541,12.5186,-0.510889,0.0168889
2752,12.5185,-0.534246,0.0469212
2654,12.5198,-0.522567,0.0304868
2746,12.522,-0.534246,0.0454238
2743,12.5255,-0.534246,0.044043
5734,12.5283,-0.537787,0.0511871
2739,12.5291,-0.534246,0.0427663
2738,12.531,-0.534246,0.0421631
2736,12.5328,-0.534246,0.0415811
2540,12.5342,-0.510889,0.0135646
2735,12.5346,-0.534246,0.0410189
2731,12.5365,-0.534246,0.0404749
2729,12.5384,-0.534246,0.0399474
5737,12.5411,-0.540085,0.0505436
524,12.5417,-0.540085,0.0502119
2726,12.5422,-0.534246,0.0389359
2897,12.5459,-0.438359,-0.0568353
2722,12.546,-0.534246,0.0379719
2721,12.5479,-0.534246,0.0375037
5736,12.5481,-0.541341,0.050192
2530,12.5501,-0.49921,-0.00139336
2537,12.5498,-0.510889,0.0103695
2412,12.5512,-0.487531,-0.0128608
2666,12.5506,-0.522567,0.0232155
2765,12.5518,-0.534246,0.0365871
2273,12.555,-0.464174,-0.0353913
2898,12.5615,-0.440817,-0.0571107
5733,12.5586,-0.543232,0.0496626
2535,12.5654,-0.510889,0.00728585
2662,12.5661,-0.522567,0.0197067
5732,12.5676,-0.544838,0.0492127
2788,12.5719,-0.540085,0.0387063
526,12.5748,-0.545924,0.0483013
2784,12.5757,-0.540085,0.0377472
2534,12.5812,-0.510889,0.0042953
2822,12.5799,-0.545924,0.0458322
2663,12.5815,-0.522567,0.0163355
2850,12.586,-0.545924,0.0433114
5738,12.5868,-0.548278,0.0482497
2899,12.5929,-0.437529,-0.0647168
2810,12.5895,-0.545924,0.0420266
2807,12.5914,-0.545924,0.0414217
2802,12.5932,-0.545924,0.0408397
2656,12.597,-0.522567,0.0131033
2838,12.5969,-0.545924,0.0397381
2900,12.6056,-0.437264,-0.0668425
2790,12.6016,-0.545924,0.0384619
5741,12.6049,-0.551507,0.0473454
5743,12.6064,-0.551764,0.0472736
2856,12.6097,-0.551764,0.045661
2529,12.6127,-0.510889,-0.00147911
2526,12.6135,-0.49921,-0.0127265
2660,12.6126,-0.522567,0.00999443
2853,12.6114,-0.551764,0.0448901
2414,12.6148,-0.487531,-0.0239143
2668,12.6136,-0.534246,0.0224581
2776,12.6149,-0.545924,0.0352835
2824,12.6149,-0.551764,0.0434417
2280,12.6194,-0.464174,-0.0457868
2849,12.6175,-0.551764,0.042433
2851,12.6184,-0.551764,0.0421107
2277,12.6265,-0.440817,-0.06698
2835,12.6229,-0.551764,0.0405943
5742,12.6244,-0.554973,0.0463751
2842,12.6257,-0.551764,0.0397536
2777,12.6269,-0.548844,0.035814
2657,12.6282,-0.522567,0.00699102
2840,12.6275,-0.551764,0.0392187
2667,12.629,-0.534246,0.0190547
2832,12.6331,-0.551764,0.0377191
2828,12.6369,-0.551764,0.0367913
2827,12.6388,-0.551764,0.0363442
528,12.6395,-0.557603,0.0454841
511,12.6412,-0.557603,0.0446999
2651,12.6438,-0.522567,0.00407523
2665,12.6444,-0.534246,0.015782
2132,12.6447,-0.557603,0.0432271
2774,12.6459,-0.545924,0.0284913
2152,12.6491,-0.557603,0.0415547
2157,12.6527,-0.557603,0.0403386
2158,12.6536,-0.557603,0.0400499
2831,12.6546,-0.554683,0.0359935
2175,12.6582,-0.557603,0.0386885
2829,12.6585,-0.554683,0.0351381
2664,12.6598,-0.534246,0.0126421
5695,12.6607,-0.561413,0.0445719
2217,12.6628,-0.557603,0.0374457
2901,12.67,-0.435669,-0.0776572
2204,12.6685,-0.557603,0.0360764
512,12.6727,-0.563442,0.0437387
2652,12.6752,-0.522567,-0.00156486
2211,12.6743,-0.557603,0.0348001
2661,12.6753,-0.534246,0.00961932
2527,12.6768,-0.49921,-0.0236057
2407,12.6785,-0.487531,-0.034494
2771,12.6766,-0.545924,0.0217008
2773,12.6774,-0.551764,0.0279924
2231,12.6781,-0.557603,0.03398
5688,12.6783,-0.564532,0.0436985
2130,12.6797,-0.563442,0.0409878
2902,12.6891,-0.43512,-0.0808648
2659,12.6909,-0.534246,0.00669619
2769,12.6919,-0.545924,0.0184027
5693,12.6956,-0.567584,0.0428439
2658,12.7065,-0.534246,0.00385517
5691,12.7052,-0.569282,0.0423686
510,12.706,-0.569282,0.0420635
2770,12.7073,-0.545924,0.0152285
2229,12.709,-0.557603,0.0274935
2030,12.7104,-0.569282,0.0404099
2766,12.7227,-0.545924,0.0121809
5667,12.7261,-0.57294,0.0413442
2062,12.7289,-0.572201,0.039067
2653,12.7377,-0.534246,-0.00165061
2528,12.7388,-0.510889,-0.0232971
2768,12.7381,-0.545924,0.00924421
2410,12.7423,-0.487531,-0.0446632
2244,12.7396,-0.557603,0.0209435
504,12.7393,-0.575121,0.0404566
2948,12.7455,-0.433309,-0.0903285
2276,12.7483,-0.464174,-0.0655305
2052,12.7465,-0.575121,0.038076
5669,12.7475,-0.57669,0.0402942
2050,12.7483,-0.575121,0.0375431
2278,12.7567,-0.440817,-0.0859109
2767,12.7536,-0.545924,0.00640135
2233,12.7548,-0.557603,0.0177508
2033,12.7586,-0.578041,0.0387698
2040,12.7604,-0.578041,0.0381974
2763,12.7691,-0.545924,0.00363511
2238,12.7701,-0.557603,0.014675
2055,12.7696,-0.578041,0.035675
495,12.7726,-0.58096,0.0389158
5641,12.7752,-0.581509,0.038945
2084,12.781,-0.578041,0.0331875
2903,12.7888,-0.431747,-0.0975665
2236,12.7855,-0.557603,0.0117197
1792,12.7873,-0.58096,0.0348413
2220,12.7882,-0.575121,0.0290428
5745,12.7889,-0.58388,0.0382811
489,12.7902,-0.58388,0.0378825
1768,12.792,-0.58388,0.0373278
5640,12.7961,-0.585111,0.0379365
1776,12.7975,-0.58388,0.0358032
2648,12.8008,-0.522567,-0.0229885
2520,12.8019,-0.510889,-0.0335967
2240,12.8009,-0.557603,0.00886909
1784,12.8012,-0.58388,0.0348875
2230,12.8025,-0.569282,0.0201861
2222,12.8035,-0.575121,0.0259968
1872,12.8044,-0.58096,0.0313729
490,12.8059,-0.5868,0.0374389
487,12.8078,-0.5868,0.0368929
1679,12.8096,-0.5868,0.0363711
1673,12.8114,-0.5868,0.0358718
1817,12.8126,-0.58388,0.032486
2241,12.8163,-0.557603,0.00610652
1694,12.8151,-0.5868,0.0349348
2232,12.8178,-0.569282,0.0170988
1860,12.8198,-0.58096,0.0284738
5634,12.8229,-0.589719,0.0366461
488,12.8235,-0.589719,0.0364581
1721,12.8264,-0.5868,0.032502
5631,12.8279,-0.590572,0.0364074
1663,12.8281,-0.589719,0.0352165
2242,12.8318,-0.557603,0.00341505
2234,12.833,-0.569282,0.0141216
1697,12.8347,-0.589719,0.033683
1853,12.8356,-0.58388,0.0281894
1824,12.836,-0.5868,0.0307211
486,12.8402,-0.592639,0.0357681
1664,12.8439,-0.592639,0.0348028
1723,12.8441,-0.589719,0.0317845
1685,12.8467,-0.592639,0.0341316
1698,12.8505,-0.592639,0.0332969
1845,12.8513,-0.5868,0.0279049
1728,12.8518,-0.589719,0.0303952
1700,12.8523,-0.592639,0.0329019
514,12.8579,-0.595558,0.0348528
1842,12.859,-0.5868,0.0264635
2762,12.8628,-0.534246,-0.0226799
2245,12.8628,-0.557603,-0.00182211
2523,12.8652,-0.510889,-0.0435396
2166,12.8616,-0.595558,0.0339452
1898,12.8655,-0.58096,0.0194288
2408,12.87,-0.487531,-0.0640809
1849,12.8666,-0.5868,0.0249991
2176,12.8662,-0.595558,0.0329108
1729,12.8676,-0.592639,0.0300693
